CompoundID,Tags,Name,Formula,Superclass,Class,Subclass,KEGG ID
FT_252.10762_2.937_RPPOS,Potential ID (Low Confidence),Muramicacid,C9H17NO7,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_236.07756_11.643_HNEG,Potential ID (Low Confidence),N-acetyl-D-glucosaminic acid,C8 H15 N O7,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_222.09707_1.427_RPPOS,"Confirmed ID (High confidence); other possible IDs: N-Acetyl-D-mannosamine, N-Acetyl-D-galactosamine",N-Acetylglucosamine,C8H15NO6,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_224.1127_1.463_RPPOS,Potential ID (Low Confidence),N-Acetylglucosaminitol,C8H17NO6,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_297.13324_15.492_RPPOS,Potential ID (Low Confidence),Nigbeauvin C,C15H20O6,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_257.04561_1.648_HNEG,Potential ID (Low Confidence),Norlichexanthone,C14 H10 O5,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,
FT_364.3056_16.962_RPPOS,Potential ID (Low Confidence),Not named,C19H41NO5,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_427.30504_20.073_RPPOS,Potential ID (Low Confidence),Not named,C24H42O6,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_485.30824_19.507_RPPOS,Potential ID (Low Confidence),Not named,C24H46O8,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_331.10219_8.207_RPPOS,Not in Internal DB. MS/MS match only,NP-014517,C14H18O9,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_197.08067_11.228_RPPOS,Not in Internal DB. MS/MS match only,NP-019992,C10H12O4,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,
FT_311.12363_7.759_RPPOS,Not in Internal DB. MS/MS match only,NP-020139,C13H16O9,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_360.14985_1.279_RPPOS,"Confirmed ID (High confidence); other possible IDs: Cellobiose, Maltose, Trehalose, Turanose, Palatinose Lactulose",α-D-Lactose,C12H22O11,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_183.06508_11.419_RPPOS,Potential ID (Low Confidence),α-hydroxyacetovanillone,C9H10O4,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_341.1089_12.28_HNEG,Not in Internal DB. MS/MS match only,α-Lactose,C12 H22 O11,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,C00243
FT_387.11466_11.993_HNEG,Not in Internal DB. MS/MS match only,α-Lactose,C12 H22 O11,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_177.04041_4.164_HNEG,Not in Internal DB. MS/MS match only,δ-Gluconic acid δ-lactone,C6 H10 O6,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,C00198
FT_392.19128_8.398_RPPOS,Potential ID (Low Confidence),orysastrobin,C18H25N5O5,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_273.16972_15.473_RPPOS,Potential ID (Low Confidence),Penicillinolide A,C14H24O5,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,
FT_85.02833_1.38_RPPOS,Potential ID (Low Confidence),Penitricin D,C4H4O2,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,
FT_85.02834_1.466_RPPOS,Potential ID (Low Confidence),Penitricin D,C4H4O2,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,
FT_85.02835_1.273_RPPOS,Potential ID (Low Confidence),Penitricin D,C4H4O2,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,
FT_85.02835_1.623_RPPOS,Potential ID (Low Confidence),Penitricin D,C4H4O2,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,
FT_315.14372_12.735_RPPOS,Potential ID (Low Confidence),Pentahydroxyscirpene,C15H22O7,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_315.14373_13.598_RPPOS,Potential ID (Low Confidence),Pentahydroxyscirpene,C15H22O7,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_381.30122_1.122_HNEG,Potential ID (Low Confidence),Persin,C23 H42 O4,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_235.13276_16.983_RPPOS,Potential ID (Low Confidence),Pestalol D,C14H18O3,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_235.13281_16.583_RPPOS,Potential ID (Low Confidence),Pestalol D,C14H18O3,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_257.18982_18.129_RPPOS,Potential ID (Low Confidence),Phenolicsteroid,C18H24O,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,
FT_257.18983_17.69_RPPOS,Potential ID (Low Confidence),Phenolicsteroid,C18H24O,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,
FT_255.12251_17.18_RPPOS,Potential ID (Low Confidence),Phomalone,C13H18O5,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_255.12252_17.249_RPPOS,Potential ID (Low Confidence),Phomalone,C13H18O5,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_255.12255_16.372_RPPOS,Potential ID (Low Confidence),Phomalone,C13H18O5,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_137.02444_1.225_HNEG,Potential ID (Low Confidence),Salicylic acid,C7 H6 O3,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_211.08108_1.772_RPPOS,Potential ID (Low Confidence),Sedoheptulose,C7H14O7,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_487.13846_12.629_RPPOS,Potential ID (Low Confidence),Streptoanthraquinone A,C28H22O8,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_341.10887_11.196_HNEG,Confirmed ID (High confidence); other possible IDs: palatinose,Sucrose,C12 H22 O11,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,C00089
FT_421.08473_1.252_RPPOS,Potential ID (Low Confidence),Totabin,C14H20N4O7S2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_237.11201_17.249_RPPOS,Potential ID (Low Confidence),Tricladolide B,C13H16O4,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_211.08226_10.061_HNEG,Potential ID (Low Confidence),Volemitol,C7 H16 O7,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_373.12946_1.397_HNEG,Potential ID (Low Confidence),Wikstromol,C20 H22 O7,Organic oxygen compounds,Organic oxoanionic compounds,Organic pyrophosphates,
FT_227.09128_11.133_RPPOS,Potential ID (Low Confidence),Xialenone C,C11H14O5,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_243.01797_12.383_HNEG,Potential ID (Low Confidence),,C6 H12 O8 S,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_249.11664_1.262_HNEG,Potential ID (Low Confidence),,C11 H22 O4 S,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,
FT_280.99703_9.076_HNEG,Potential ID (Low Confidence),,C4 H8 N6 O5 P2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_313.07862_1.056_HNEG,Potential ID (Low Confidence),,C6 H19 N8 O P S2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_341.11833_1.116_HNEG,Potential ID (Low Confidence),,C23 H18 O3,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,
FT_369.99521_12.603_HNEG,Potential ID (Low Confidence),,C7 H11 N5 O9 P2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_415.14589_12.992_HNEG,Potential ID (Low Confidence),,C15 H28 O13,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_421.06591_12.621_HNEG,Potential ID (Low Confidence),,C13 H18 N4 O10 S,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_421.06592_12.844_HNEG,Potential ID (Low Confidence),,C12 H22 O14 S,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_424.03148_12.286_HNEG,Potential ID (Low Confidence),,C6 H18 N7 O9 P3,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_424.03155_11.201_HNEG,Potential ID (Low Confidence),,C11 H16 N5 O9 P S,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_429.90983_9.505_HNEG,Potential ID (Low Confidence),,C6 H16 N3 O5 P3 S4,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_429.90992_8.047_HNEG,Potential ID (Low Confidence),,C5 H11 Cl N5 O8 P S3,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_441.03421_11.206_HNEG,Potential ID (Low Confidence),,C13 H21 Cl N4 O5 P2 S,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_443.03411_12.28_HNEG,Potential ID (Low Confidence),,C7 H21 Cl N8 O6 S3,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_451.11886_1.395_HNEG,Potential ID (Low Confidence),,C28 H20 O6,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,
FT_546.95439_12.286_HNEG,Potential ID (Low Confidence),,C6 H13 N8 O16 P S2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_581.22286_1.034_HNEG,Potential ID (Low Confidence),,C25 H38 N6 O6 S2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_641.40888_1.578_HNEG,Potential ID (Low Confidence),,C36 H60 N4 O2 P2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_661.43866_1.075_HNEG,Potential ID (Low Confidence),,C49 H58 O,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_665.21398_14.184_HNEG,Potential ID (Low Confidence),,C25 H38 N4 O17,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_665.2141_15.546_HNEG,Potential ID (Low Confidence),,C25 H38 N4 O17,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_666.92892_1.057_HNEG,Potential ID (Low Confidence),,C31 H16 Cl4 N2 O3 S2,Organic oxygen compounds,Organic oxoanionic compounds,Organic pyrophosphates,
FT_683.22422_11.196_HNEG,Potential ID (Low Confidence),,C29 H42 N4 O11 P2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_715.06997_1.012_HNEG,Potential ID (Low Confidence),,C34 H32 Cl4 N4 O S2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_724.8717_8.917_HNEG,Potential ID (Low Confidence),,C23 H9 N2 O18 P3 S,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_143.99669_0.93_RPPOS,Potential ID (Low Confidence),,C5H5O3P,Organic oxygen compounds,Organooxygen compounds,,
FT_168.08654_1.316_RPPOS,Potential ID (Low Confidence),,C5H13NO5,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_189.07349_8.224_RPPOS,Potential ID (Low Confidence),,C12H12S,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_194.13852_1.17_RPPOS,Potential ID (Low Confidence),,C8H19NO4,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_198.09703_1.385_RPPOS,Potential ID (Low Confidence),,C6H15NO6,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_198.09705_1.156_RPPOS,Potential ID (Low Confidence),,C6H15NO6,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_214.09196_1.29_RPPOS,Potential ID (Low Confidence),,C6H15NO7,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_228.10762_1.308_RPPOS,Potential ID (Low Confidence),,C7H17NO7,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_228.10764_1.359_RPPOS,Potential ID (Low Confidence),,C7H17NO7,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_234.09115_18.844_RPPOS,Potential ID (Low Confidence),,C12H15N2OP,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_234.92331_0.922_RPPOS,Potential ID (Low Confidence),,C4H2N4S4,Organic oxygen compounds,Organic oxoanionic compounds,,
FT_241.02146_1.357_RPPOS,Potential ID (Low Confidence),,C5H9N2O7P,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_256.13892_1.896_RPPOS,Potential ID (Low Confidence),,C9H21NO7,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_256.13893_1.77_RPPOS,Potential ID (Low Confidence),,C9H21NO7,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_258.11783_1.224_RPPOS,Potential ID (Low Confidence),,C11H20N3PS,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_266.15965_1.187_RPPOS,Potential ID (Low Confidence),,C11H23NO6,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_271.99799_1.473_RPPOS,Potential ID (Low Confidence),,C8H7N3O4P2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_273.22452_20.824_RPPOS,Potential ID (Low Confidence),,C16H32OS,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,
FT_273.22464_20.74_RPPOS,Potential ID (Low Confidence),,C16H32OS,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,
FT_278.00864_1.254_RPPOS,Potential ID (Low Confidence),,C5H12NO8PS,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_282.00307_1.255_RPPOS,Potential ID (Low Confidence),,C6H9N3O6P2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_283.01086_1.255_RPPOS,Potential ID (Low Confidence),,C4H8N6O5P2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_283.10995_1.241_RPPOS,Potential ID (Low Confidence),,C5H14N8O6,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_286.00916_1.255_RPPOS,Potential ID (Low Confidence),,C6H4N7O5P,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_286.1131_1.447_RPPOS,Potential ID (Low Confidence),,C8H17N5O5,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_294.00307_1.242_RPPOS,Potential ID (Low Confidence),,C5H8N6O5P2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_294.95926_2.864_RPPOS,Potential ID (Low Confidence),,C10H12ClPS3,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_298.90041_1.355_RPPOS,Potential ID (Low Confidence),,C5H3N2O5PS3,Organic oxygen compounds,Organooxygen compounds,,
FT_299.02694_1.249_RPPOS,Potential ID (Low Confidence),,C8H11ClN2O8,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_299.98572_1.289_RPPOS,Potential ID (Low Confidence),,C9H15ClNPS3,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_300.12878_1.344_RPPOS,Potential ID (Low Confidence),,C10H21NO9,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_315.14373_12.354_RPPOS,Potential ID (Low Confidence),,C10H27N4OPS2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_318.11818_7.271_RPPOS,Potential ID (Low Confidence),,C14H15N5O4,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_321.31505_20.179_RPPOS,Potential ID (Low Confidence),,C22H40O,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,
FT_325.24843_15.555_RPPOS,Potential ID (Low Confidence),,C18H32N2O3,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,
FT_328.19075_11.062_RPPOS,Potential ID (Low Confidence),,C12H29N3O5S,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_330.13937_1.958_RPPOS,Potential ID (Low Confidence),,C11H23NO10,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_333.26342_18.679_RPPOS,Potential ID (Low Confidence),,C19H32N4O,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,
FT_335.24271_15.867_RPPOS,Potential ID (Low Confidence),,C17H34O6,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_338.18078_7.001_RPPOS,Potential ID (Low Confidence),,C14H27NO8,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_344.13379_8.383_RPPOS,Potential ID (Low Confidence),,C16H17N5O4,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_359.24267_17.509_RPPOS,Potential ID (Low Confidence),,C20H30N4O2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_360.11351_1.347_RPPOS,Potential ID (Low Confidence),,C11H21NO12,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_364.22296_13.131_RPPOS,Potential ID (Low Confidence),,C19H29N3O4,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_367.26296_19.971_RPPOS,Potential ID (Low Confidence),,C19H35N4OP,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_376.12361_8.294_RPPOS,Potential ID (Low Confidence),,C15H21NO10,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_377.1915_16.998_RPPOS,Potential ID (Low Confidence),,C16H28N2O8,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_378.17566_7.991_RPPOS,Potential ID (Low Confidence),,C16H27NO9,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_388.10754_12.669_RPPOS,Potential ID (Low Confidence),,C18H23Cl2NO4,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_388.15999_12.79_RPPOS,Potential ID (Low Confidence),,C17H25NO9,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_399.04289_1.382_RPPOS,Potential ID (Low Confidence),,C9H25ClN4OP2S3,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_400.04056_1.38_RPPOS,Potential ID (Low Confidence),,C7H18N3O12PS,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_400.04068_1.472_RPPOS,Potential ID (Low Confidence),,C9H15N5O9P2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_400.04072_1.623_RPPOS,Potential ID (Low Confidence),,C10H9N9O7S,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_421.01755_1.228_RPPOS,Potential ID (Low Confidence),,C9H14ClN4O11P,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_432.18615_12.564_RPPOS,Potential ID (Low Confidence),,C19H29NO10,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_433.31591_17.053_RPPOS,Potential ID (Low Confidence),,C17H40N10OS,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_441.20719_18.488_RPPOS,Potential ID (Low Confidence),,C29H28O4,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,
FT_455.22311_17.971_RPPOS,Potential ID (Low Confidence),,C30H30O4,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_462.21785_1.43_RPPOS,Potential ID (Low Confidence),,C18H31N5O9,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_464.17594_10.982_RPPOS,Potential ID (Low Confidence),,C19H29NO12,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_464.21236_10.908_RPPOS,Potential ID (Low Confidence),,C20H33NO11,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_477.34197_17.803_RPPOS,Potential ID (Low Confidence),,C25H48O8,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_478.22798_13.956_RPPOS,Potential ID (Low Confidence),,C21H35NO11,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_478.26448_15.608_RPPOS,Potential ID (Low Confidence),,C23H35N5O6,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_492.24377_14.31_RPPOS,Potential ID (Low Confidence),,C22H37NO11,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_496.33945_20.851_RPPOS,Potential ID (Low Confidence),,C20H46N7O5P,Organic oxygen compounds,Organooxygen compounds,Ethers,
FT_530.36254_17.436_RPPOS,Potential ID (Low Confidence),,C35H47NO3,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,
FT_550.23396_1.4_RPPOS,Potential ID (Low Confidence),,C23H42N3O6P3,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_572.27003_12.791_RPPOS,Potential ID (Low Confidence),,C29H33N9O4,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_647.50891_19.311_RPPOS,Potential ID (Low Confidence),,C32H66N6O7,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_706.32774_18.115_RPPOS,Potential ID (Low Confidence),,C32H51NO16,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_793.3484_17.554_RPPOS,Potential ID (Low Confidence),,C40H58O12P2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_810.37499_17.555_RPPOS,Potential ID (Low Confidence),,C37H55N5O15,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_184.16944_20.919_RPPOS,Potential ID (Low Confidence),"(2,7-Dimethyloctahydro-1H-cyclopenta[c]pyridin-4-yl)methanol",C11H21NO,Organoheterocyclic compounds,Lactams,,
FT_184.16948_16.268_RPPOS,Potential ID (Low Confidence),"(2,7-Dimethyloctahydro-1H-cyclopenta[c]pyridin-4-yl)methanol",C11H21NO,Organoheterocyclic compounds,Lactams,,
FT_184.16948_7.604_RPPOS,Potential ID (Low Confidence),"(2,7-Dimethyloctahydro-1H-cyclopenta[c]pyridin-4-yl)methanol",C11H21NO,Organoheterocyclic compounds,Lactams,,
FT_257.15342_17.555_RPPOS,Potential ID (Low Confidence),"(2E,4E,6E,8E,10E,12E)-2,6,11-Trimethyl-2,4,6,8,10,12-tetradecahexaenedial",C17H20O2,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,
FT_209.08069_12.552_RPPOS,Not in Internal DB. MS/MS match only,"(2E)-3-(3,4-dimethoxyphenyl)prop-2-enoic acid",C11H12O4,Organoheterocyclic compounds,Oxazinanes,Morpholines,
FT_199.13272_16.13_RPPOS,Not in Internal DB. MS/MS match only,"(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid",C11H20O4,Organoheterocyclic compounds,Oxolanes,,
FT_175.05997_1.458_RPPOS,Potential ID (Low Confidence),(2S)-2-Isopropyl-3-oxosuccinate,C7H10O5,Organoheterocyclic compounds,Dihydrofurans,Furanones,
FT_279.12259_16.083_RPPOS,Not in Internal DB. MS/MS match only,"(3aR,4R,11aR)-4-hydroxy-10-(hydroxymethyl)-3-methylidene-2-oxo-2H,3H,3aH,4H,5H,8H,9H,11aH-cyclodeca[b]furan-6-carbaldehyde",C15H18O5,Organoheterocyclic compounds,Heteroaromatic compounds,,
FT_419.17138_1.092_HNEG,Potential ID (Low Confidence),"(3aR,4R,6E,9S,10Z,11aR)-9-Acetoxy-6,10-dimethyl-3-methylene-2-oxo-2,3,3a,4,5,8,9,11a-octahydrocyclodeca[b]furan-4-yl (2E)-4-hydroxy-2-(hydroxymethyl)-2-butenoate",C22 H28 O8,Organoheterocyclic compounds,Naphthopyrans,,
FT_254.17491_17.708_RPPOS,Potential ID (Low Confidence),"(3R,4S)-6,8-dihydroxy-1,1-dimethyl-3,4,5-trimethylisochroman",C14H20O3,Organoheterocyclic compounds,Heteroaromatic compounds,,
FT_271.09635_14.147_RPPOS,Not in Internal DB. MS/MS match only,"(3R)-8-hydroxy-3-(4-methoxyphenyl)-3,4-dihydro-1H-2-benzopyran-1-one",C16H14O4,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,
FT_451.28558_1.418_HNEG,Potential ID (Low Confidence),"(7S,11S,12S)-1'-methoxycystoketal",C29 H40 O4,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,
FT_261.11197_16.485_RPPOS,Not in Internal DB. MS/MS match only,"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione",C15H16O4,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,
FT_261.11198_16.33_RPPOS,Not in Internal DB. MS/MS match only,"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione",C15H16O4,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,
FT_183.09906_14.603_RPPOS,Potential ID (Low Confidence),(E)-Dacarbazine,C6H10N6O,Organoheterocyclic compounds,Azoles,Tetrazoles,
FT_143.07017_7.424_RPPOS,Potential ID (Low Confidence),(S)-2-(2'-hydroxyethyl)-4-methyl-_-butyrolactone,C7H10O3,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,
FT_144.10177_1.479_RPPOS,Potential ID (Low Confidence),"(S)-2-carboxy-1,1-dimethylpyrrolidinium",C7H14NO2,Organoheterocyclic compounds,Pyrrolidines,N-alkylpyrrolidines,
FT_203.97188_1.459_RPPOS,Potential ID (Low Confidence),[Similar to: N-Acetyl-α-D-glucosamine; ΔMass: -18.1253 Da],C4H3N3O3P2,Organoheterocyclic compounds,Azoles,,
FT_399.28908_19.53_RPPOS,Potential ID (Low Confidence),[Similar to: Tris(2-butoxyethyl) phosphate; ΔMass: 0.0385 Da],C20H39N4O2P,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,
FT_205.04931_15.104_RPPOS,Potential ID (Low Confidence),1_4-Dihydroxy-2-naphthoate,C11H8O4,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,
